#{"t_start": 1741449684.657253, "env_id": "None"}
r,l,t
-5973.8,1001,3021.714802
-3676.1082,1001,3026.937476
-1704.8903,1001,3028.202329
-4660.309,1001,3030.184435
-1375.8622,1001,3032.110475
2610.1243,1001,3035.212003
2396.5725,643,3039.714466
-828.63995,242,3042.963202
4674.8457,1001,3062.584148
-2994.9846,1001,3063.611012
-7276.327,742,3064.04531
-3690.4067,462,3067.852926
-2545.6978,1001,3069.388366
-5201.54,1001,3070.628044
-2205.7146,270,3072.824232
-5035.6343,1001,3074.887452
-1899.7292,243,3076.183092
-198.10799,1001,3082.605527
-1511.8025,1001,3095.711128
-11508.334,1001,3096.798529
-2327.4202,1001,3101.769351
-6497.024,1001,3103.21442
-3257.394,1001,3105.304098
-3492.4297,1001,3107.462523
-5525.775,1001,3109.028157
-4058.1619,1001,3115.498614
-3692.1335,494,3119.560993
-3574.9404,466,3122.654404
-4126.4663,1001,3138.924231
-32.725967,1001,3140.240701
-10800.836,985,3144.783386
2430.5923,1001,3148.65148
3982.4153,1001,3151.9344
-2412.6213,1001,3158.25319
-4255.7573,654,3160.333769
3567.6523,1001,3162.928598
-750.9665,1001,3166.073505
-1249.4974,343,3169.566754
-2717.127,354,3172.04211
-631.72485,1001,3173.068546
4233.3887,739,3173.402158
-3636.833,1001,3177.905163
2580.241,338,3183.130968
-1650.8202,1001,3184.779788
-5868.007,792,3188.468294
-6074.1606,673,3191.477267
-2407.208,1001,3197.590488
-3046.5132,606,3201.816666
-10217.797,1001,3214.459314
5341.013,1001,3214.797131
1455.44,1001,3219.517437
-3024.5657,1001,3226.544077
1991.523,1001,3230.572238
-1609.1206,1001,3233.712966
3811.306,1001,3240.39676
4660.1675,1001,3244.495273
3629.9238,1001,3247.211151
510.7732,1001,3247.513021
-5139.1987,595,3249.975575
638.36896,1001,3252.244389
-2698.685,357,3258.791045
-7919.3447,1001,3259.176446
1132.3514,1001,3265.878449
-10844.182,1001,3272.409648
-4631.5186,1001,3276.683872
-4249.511,1001,3279.743665
-1742.9169,1001,3292.785347
-2015.8771,1001,3295.309045
-7095.9614,1001,3302.112869
-4060.8806,1001,3302.464248
-4507.118,471,3303.389977
2788.8757,489,3306.430047
3975.3235,1001,3309.058529
1407.0972,270,3311.867666
2537.1956,914,3313.438215
-3143.613,329,3316.950838
-1824.5138,206,3319.883985
-1504.4191,1001,3325.295089
-1116.799,1001,3327.278557
-4216.907,553,3329.509185
-11031.289,975,3333.322315
2394.0696,1001,3334.133788
4007.6182,1001,3340.901466
226.63414,322,3343.693716
-393.6614,1001,3348.55048
2027.6843,1001,3351.315752
-5735.59,1001,3366.621966
4318.4375,1001,3368.663339
5039.2554,1001,3370.969743
-2621.46,1001,3375.558896
-2545.3154,284,3380.173475
3017.602,1001,3383.06879
2597.0886,1001,3385.8464
5001.299,1001,3390.935248
1281.1362,317,3393.194363
1507.8096,1001,3394.08382
679.074,251,3394.342176
3258.6416,694,3398.849638
-1483.4344,1001,3399.81366
-3493.4714,1001,3401.811756
-2735.813,287,3403.570804
2368.704,387,3404.136524
-439.7585,1001,3412.600962
-1144.9563,243,3420.268089
-11417.897,1001,3425.226951
-2906.5876,1001,3426.03134
-5183.0454,971,3429.650927
-3962.6406,1001,3431.485578
4158.443,1001,3443.453022
2291.2776,1001,3444.870685
-5858.3525,1001,3445.333963
-4271.7627,545,3448.091552
-3417.526,442,3449.732666
3225.9668,619,3461.749004
-2578.322,1001,3467.937492
4374.6753,786,3468.831395
-4792.717,609,3469.25213
-5934.8374,1001,3471.998205
1572.7953,934,3475.481893
-2488.6965,1001,3477.970948
2095.407,347,3479.726763
2588.6714,571,3480.214204
1274.7975,1001,3480.759181
-263.16922,319,3490.439813
3369.9407,1001,3501.054773
-4681.7183,807,3501.437846
-5291.2856,1001,3501.773401
-5015.9937,1001,3504.709905
2145.3792,1001,3520.754311
-427.08395,1001,3522.376062
-2880.2756,342,3522.998738
-5971.6978,1001,3523.559911
269.26413,520,3529.44029
-6224.3267,1001,3533.712411
-2484.1758,356,3535.403373
-832.416,292,3544.479386
-9113.475,1001,3544.797446
-4883.926,525,3546.305819
-4900.9546,1001,3547.716159
-5577.8955,1001,3553.713046
-4591.7773,1001,3555.297829
-5126.9287,1001,3555.969177
-2035.6735,1001,3565.897115
-5863.433,625,3575.973456
-4676.861,1001,3577.168814
-8798.088,1001,3577.478248
-258.84317,1001,3579.049785
-3801.5764,1001,3580.652292
-6521.8267,1001,3596.274843
-3860.366,1001,3598.109007
1257.3895,491,3603.30232
-549.6113,1001,3608.826362
160.23773,1001,3618.534372
-7783.4717,1001,3620.053607
-96.44211,1001,3621.657747
4510.75,1001,3623.21422
-5296.188,572,3627.499111
2882.2542,1001,3629.245376
-2080.91,1001,3630.954534
-2822.4365,1001,3636.280706
-2641.825,292,3637.286919
-4860.4385,666,3641.981228
3246.591,558,3647.358141
2831.9268,1001,3651.446475
-3703.6062,455,3651.838001
918.95447,991,3653.870299
-1691.3574,1001,3655.569615
-3500.2354,454,3661.320419
550.32367,1001,3672.828948
-3654.1155,386,3673.926583
588.8994,1001,3677.969495
1291.1744,1001,3683.72007
-3598.8535,366,3689.206621
2261.9875,1001,3692.904041
-1236.1816,1001,3695.484896
-2767.205,1001,3697.288193
3727.2412,1001,3703.429054
-4328.749,1001,3704.776881
1885.1493,665,3705.230522
-1950.98,1001,3706.197793
-10135.794,1001,3722.121394
-1806.4576,515,3722.878756
-3720.6213,1001,3726.056289
-1861.3403,889,3726.78736
4411.4917,1001,3728.812581
-1832.3071,1001,3736.942301
-4236.6387,1001,3738.27994
-4044.5276,1001,3738.64135
-839.9774,693,3756.321248
-4394.489,1001,3765.945069
4914.436,1001,3769.272368
-9544.087,1001,3769.880801
-2403.8914,1001,3771.966561
-3249.2556,798,3773.473375
-1769.8834,1001,3781.314495
-4683.2188,1001,3781.785583
-219.55739,559,3788.52756
-8583.079,1001,3789.651039
-3530.9624,1001,3799.019808
-1977.5779,1001,3802.688405
2658.827,1001,3805.272048
-4354.732,1001,3806.639424
-2495.5413,265,3807.961846
2111.0994,1001,3814.555696
1846.4921,1001,3814.991691
1640.9331,429,3829.60885
2015.1196,1001,3831.552494
3930.4841,1001,3832.306141
-3234.9885,1001,3842.933797
3186.5537,1001,3846.772629
4435.66,1001,3848.100358
4515.6963,1001,3853.54189
1531.4722,365,3853.952459
-3351.733,1001,3854.417682
-5691.613,1001,3858.068781
-3737.5295,433,3859.320449
-1571.1333,204,3860.016105
-334.09882,1001,3860.354542
-2899.666,429,3860.838534
2838.989,1001,3861.623828
-3489.0286,428,3866.748917
-2757.2935,310,3870.039383
-5545.3804,709,3874.584981
-4446.5815,529,3882.439018
-4020.4521,1001,3898.283582
2329.6228,1001,3899.583488
-1051.1558,1001,3900.4211
-4610.86,1001,3900.783861
4304.9595,1001,3901.32374
-3503.9653,702,3902.55127
1774.3319,242,3908.072784
-6304.6187,695,3914.809056
-770.5746,1001,3916.802252
-3068.2507,393,3920.501461
-6105.53,667,3922.556014
4499.9736,1001,3931.319088
3964.0828,1001,3933.896034
2833.2822,1001,3934.366323
3502.3271,1001,3935.529465
-3229.0251,395,3936.353559
-2564.5276,486,3937.7196
-1882.2977,193,3938.608754
-360.63666,284,3943.843789
-1145.3002,224,3946.183178
-348.71304,300,3946.804925
-3199.5698,387,3948.952395
-5679.6587,1001,3949.502792
-2366.4583,1001,3951.580869
-2060.913,278,3953.739014
-4975.693,544,3976.68831
-4272.2593,490,3977.057107
9.172523,1001,3977.895824
4849.0713,1001,3980.714625
-1030.0654,318,3987.557802
2440.733,1001,3988.357302
4668.907,1001,3988.754951
5018.816,1001,3990.95363
-8595.321,1001,3995.321914
5010.5435,697,3999.000775
4797.1694,1001,4009.290725
3526.9473,1001,4012.72559
3510.2175,826,4015.606425
-4762.902,618,4019.09328
4807.146,1001,4020.13293
-7707.36,1001,4021.079645
776.2786,1001,4023.724694
-5469.6797,1001,4028.358423
-2946.3918,349,4032.433014
1553.4825,466,4035.526014
-4538.8086,591,4038.763343
3920.2305,1001,4041.944522
-5201.151,1001,4055.585561
-5907.754,953,4057.066022
-4564.021,520,4066.5825
972.09753,1001,4067.442434
-1742.7733,471,4068.689698
1036.7631,373,4070.346907
-20.472332,1001,4072.228882
1227.5664,503,4073.544856
2483.5762,1001,4076.909106
3409.6108,1001,4080.139016
-1595.6859,797,4093.412958
-3619.9995,787,4094.311177
-2039.529,1001,4099.144913
-2083.775,234,4100.946249
-1079.3512,1001,4102.749231
-5644.091,1001,4104.649838
-8119.715,1001,4106.015156
4548.616,1001,4109.234778
2473.2185,1001,4112.373919
-1582.6494,195,4112.674453
-2940.804,353,4114.798745
-2441.7883,607,4119.546067
-904.98724,224,4136.032339
-9801.191,1001,4136.550282
4450.7495,633,4141.989151
3585.883,1001,4143.020924
1166.2434,247,4144.167517
2708.9854,1001,4147.033636
3124.4539,1001,4151.328662
-10963.932,1001,4154.425311
-631.79816,273,4155.937468
-10253.955,1001,4156.815007
5.6974883,267,4163.265871
-326.80185,276,4164.924298
1677.7401,311,4166.951297
-5084.302,518,4168.606596
-7125.4966,1001,4169.797003
-8811.661,1001,4175.117517
-2169.296,1001,4176.351602
-3851.082,1001,4177.269857
3590.9666,498,4179.979491
2570.8877,470,4182.676708
-1913.0624,311,4185.586375
-3020.571,329,4190.500558
3554.4675,446,4196.701138
2403.063,1001,4207.955074
3727.617,1001,4211.404896
-60.116493,1001,4212.618966
-3115.9678,451,4215.858476
-2203.399,1001,4219.676256
4254.17,1001,4220.665533
-2929.8242,451,4222.512625
-2221.7568,275,4224.982624
4231.9717,1001,4228.617937
-335.91647,402,4235.174334
-879.47736,828,4238.362934
5432.917,934,4238.695513
-4355.81,1001,4245.301306
4260.0176,1001,4251.370142
3867.1384,1001,4252.304957
4427.585,1001,4255.848268
-922.8434,1001,4259.274969
3630.1562,1001,4265.24105
-1748.1593,1001,4267.966894
4090.6653,1001,4268.299095
-2776.036,630,4270.490304
2428.3677,1001,4285.469722
2572.79,398,4291.402138
3361.3662,1001,4292.160798
-3927.6313,1001,4297.842616
-224.5307,275,4301.453213
5297.7397,1001,4302.312824
-2006.935,291,4307.99532
3634.2397,1001,4309.524786
4569.031,1001,4313.01174
-1219.109,1001,4315.30689
-5293.065,1001,4319.87975
-1433.3804,191,4321.662662
-4678.9478,589,4321.984321
574.8989,370,4325.48003
-11302.54,1001,4326.844926
-2876.1023,365,4331.063642
4646.955,1001,4334.537356
-4172.8706,442,4335.014955
-2865.7378,445,4339.3018
-4603.3843,1001,4339.81681
-219.22833,1001,4341.153996
-2364.0645,358,4342.374971
-562.38824,333,4345.565789
-1294.9653,156,4346.57795
-454.19022,1001,4362.353062
4569.7666,1001,4366.182141
-1937.2115,261,4373.057704
1811.036,400,4374.021975
-3058.9321,1001,4375.416478
2022.1859,1001,4379.321393
4750.6226,1001,4379.728238
-7417.9893,1001,4381.725381
-2278.858,303,4382.953768
-7658.33,1001,4385.049172
2706.6216,1001,4386.108343
0.28758788,425,4393.057701
3366.7144,536,4396.664871
3792.9631,1001,4402.989262
-1435.1726,1001,4405.078127
-5799.3784,842,4406.900464
383.1192,517,4408.042244
-8612.589,1001,4413.066608
3107.171,1001,4415.256472
-2425.573,1001,4416.430248
-2352.8147,308,4418.244605
-1278.1823,190,4419.755434
1560.1075,337,4436.86676
3419.2566,1001,4437.270671
1897.89,565,4442.731894
-1729.9989,1001,4444.213111
1471.3883,1001,4446.331826
2959.5537,1001,4448.45786
-3045.6072,347,4454.004474
-997.8575,145,4458.837391
835.6961,1001,4459.655633
4969.056,1001,4461.205899
1507.0104,415,4462.429439
-4328.1543,1001,4468.709148
3678.1375,1001,4469.126365
-3237.2068,356,4471.486886
-3413.2607,374,4474.316264
-1989.6729,1001,4476.474196
-486.51706,1001,4478.633569
180.61897,553,4479.041963
2717.3738,448,4483.667125
-6302.748,1001,4490.860515
-94.39894,1001,4512.17054
3324.9106,795,4513.503793
-4420.2236,1001,4514.840501
3979.8955,1001,4517.975418
-8797.123,934,4520.566539
-2901.993,1001,4522.881413
-2018.033,372,4526.002168
-3353.7632,1001,4527.532691
-1759.3735,310,4528.215037
3155.48,658,4533.875175
-1038.4022,1001,4535.129787
-4962.812,490,4538.512559
-1270.9412,390,4540.682362
-3299.426,549,4543.863057
-137.05258,1001,4547.580653
-3600.8943,1001,4553.014051
-1860.9418,230,4554.949378
1904.1508,618,4558.654894
-3020.5403,1001,4560.094264
-2119.2996,1001,4566.766823
2580.805,1001,4568.197233
1178.0039,340,4571.560143
-4943.4185,1001,4573.904731
3167.5037,570,4574.297549
-3647.3962,1001,4586.766194
1034.5238,1001,4595.809553
-4993.76,668,4599.496876
-1857.8275,1001,4601.535011
4028.7454,721,4604.863584
1451.7069,606,4606.640234
245.82266,207,4608.820157
3493.6506,1001,4610.069277
1852.4545,254,4613.79618
-1015.7681,206,4615.916075
3055.5977,1001,4617.064489
-4933.8813,1001,4617.4313
-1759.551,678,4619.312531
-3453.3066,673,4629.196457
4032.0498,1001,4632.776837
1657.1707,675,4638.904723
4633.2744,1001,4642.765721
1020.4447,391,4645.831608
4607.925,1001,4646.603491
3664.4126,1001,4648.6718
-5491.9644,1001,4649.858661
4511.887,1001,4651.973028
-2968.252,296,4665.299975
1167.2336,554,4667.148893
-1127.9954,260,4667.983681
1497.7598,1001,4671.797642
-1551.7947,217,4678.996353
2700.4348,1001,4685.771027
-2311.52,274,4687.794018
2728.183,616,4688.375946
3180.5479,1001,4689.502031
-139.43762,1001,4691.53929
894.6238,1001,4694.778753
-6387.1543,1001,4698.759299
1983.7574,1001,4700.630022
554.84766,435,4704.293133
-1768.541,469,4707.472177
-2195.8538,326,4709.928446
-6033.9893,1001,4718.531091
1519.9696,1001,4720.966294
4701.888,1001,4721.627138
4800.4575,710,4726.905766
4783.804,1001,4727.392251
-4369.04,1001,4742.711646
29.257326,379,4748.843754
-1851.1176,1001,4749.221552
323.27304,1001,4751.66714
2820.6626,898,4757.310605
-906.0665,1001,4762.994868
4867.872,1001,4763.617023
-2634.27,413,4765.138825
2696.1084,1001,4769.870813
2142.4438,710,4772.477975
2924.475,482,4773.575843
984.9818,1001,4775.791883
-2313.541,325,4781.525985
3571.178,1001,4783.097523
1542.6682,383,4786.464423
-2763.3079,369,4789.195932
2567.5173,291,4791.383358
8.360991,310,4793.566576
4456.3555,1001,4797.774284
1668.0304,1001,4798.438065
1798.5402,1001,4800.157203
4535.6235,1001,4808.041695
4.8161063,1001,4829.659383
806.6916,1001,4832.408831
2346.3875,752,4832.843856
1161.6111,1001,4835.451697
-4872.7163,1001,4837.519005
-11793.982,1001,4842.32571
-2634.7178,348,4842.32571
4248.503,1001,4843.933233
-361.32916,339,4844.774005
-1842.194,1001,4852.514519
191.42087,494,4854.480034
1080.3466,515,4859.362983
-2857.8394,889,4864.489193
-9213.429,1001,4866.278754
2893.1013,1001,4874.406566
-3618.9407,497,4875.02286
4783.7954,1001,4876.200478
4641.709,1001,4877.045174
2205.0496,506,4881.171355
-9764.808,1001,4884.634135
-1401.9463,1001,4896.576117
3663.814,1001,4908.292155
-4584.887,750,4910.950624
4907.199,906,4913.921227
-6622.1836,1001,4917.356206
-10262.843,1001,4918.664529
-134.25217,1001,4923.954828
3132.093,1001,4927.533127
4562.3394,1001,4929.37008
-3005.1294,361,4930.781463
-2624.6646,472,4933.420584
1391.5046,337,4938.303069
493.5785,1001,4941.726322
-9800.124,1001,4944.156924
-434.233,1001,4946.995223
-1388.631,196,4953.055711
-2931.3176,471,4953.379158
2364.33,1001,4956.21399
150.46693,533,4958.531945
2714.656,1001,4961.201998
3745.6172,1001,4972.9536
4557.262,1001,4975.559232
987.9449,1001,4985.731146
-3570.1545,473,4989.99685
-4744.2515,1001,4994.563663
-259.47964,1001,4994.829576
1101.0312,1001,4997.832457
1387.4742,1001,5000.307012
-2349.4583,253,5003.188683
-1222.8372,1001,5003.508314
3191.0637,1001,5005.207378
-4875.2715,616,5006.22475
-3348.5884,378,5007.971054
-875.10284,183,5012.103549
-1668.239,267,5012.515627
-3244.4019,392,5021.16126
3722.2188,1001,5024.184388
2119.6406,558,5024.595298
4679.827,1001,5032.385762
2078.0898,1001,5035.072484
2850.4915,1001,5038.368489
-540.0255,403,5038.883579
-2461.9734,497,5039.279446
-2599.669,269,5053.287798
-5203.604,645,5058.289965
4990.843,1001,5058.962958
-2303.9167,1001,5059.369817
2346.129,1001,5079.166065
-4060.706,1001,5081.94995
-6149.9014,1001,5082.437231
-84.277435,1001,5082.81316
-1853.8921,1001,5085.426367
532.0943,1001,5089.411198
3658.7363,1001,5090.032453
137.845,1001,5090.491703
3155.0017,469,5097.029904
-4294.7397,528,5099.38539
-10650.8545,1001,5111.097016
-5714.4453,1001,5114.221558
-6038.2905,1001,5117.439343
-712.43384,692,5131.791062
3022.7527,1001,5132.380949
1092.3594,778,5132.380949
-122.33778,1001,5133.093124
3987.9512,1001,5133.555264
2438.6472,330,5135.917597
-723.2811,230,5140.139613
-2133.9658,391,5145.447891
-3116.9927,467,5147.379417
1078.9524,790,5147.767326
-1891.2753,467,5151.266562
-3580.7898,424,5154.264249
4334.5757,1001,5160.814946
-3224.913,460,5161.116047
-2391.392,238,5162.17398
-1918.463,1001,5165.971143
-151.86281,1001,5166.84425
-5305.791,626,5172.072146
-2380.6614,349,5173.112024
-310.41177,1001,5180.829975
3020.195,1001,5181.162919
-117.47803,527,5184.184864
-5094.575,726,5186.529609
-2430.2544,352,5192.265654
-552.8094,1001,5194.220571
4191.0107,1001,5208.336458
3938.8083,493,5209.778295
-1201.9348,1001,5214.060005
-336.68713,1001,5214.927171
1845.7402,764,5215.574515
-2470.5798,398,5216.783864
-1960.2736,1001,5227.818394
-865.7154,1001,5234.284513
-3187.9692,908,5237.259367
3433.787,1001,5241.549361
-1151.7466,322,5244.658867
2031.1304,1001,5246.809735
2988.0469,1001,5247.652091
775.69116,1001,5248.148735
-7913.5996,1001,5249.590281
-2896.0496,352,5254.448259
-844.79224,547,5256.494731
-3137.7598,369,5260.722307
-490.7758,1001,5261.523576
-3365.7083,624,5267.788644
-4295.6304,446,5270.034903
-1194.7792,323,5270.650104
3603.7153,806,5271.494747
1415.169,370,5283.053944
-482.40326,1001,5289.340988
-1014.9245,1001,5291.750084
3178.8264,506,5294.367162
5067.147,1001,5296.254925
-3297.2563,456,5303.961304
-1798.835,890,5311.690224
2318.9978,1001,5312.669092
0.41515738,1001,5313.400958
-226.54198,1001,5314.204907
459.80716,268,5322.793034
-227.6404,306,5323.566563
4461.598,1001,5325.162369
-2257.7632,1001,5327.876941
-2628.2253,1001,5329.758267
-5068.3853,1001,5337.620902
625.7548,442,5342.44408
4817.8643,1001,5345.344146
1177.3895,695,5346.19477
-4959.327,1001,5346.567922
3148.3376,1001,5366.309551
-10896.163,1001,5367.821954
-1803.5222,1001,5371.946702
-2124.73,288,5376.516476
2412.1965,1001,5379.561916
3064.4172,774,5380.418616
3388.3909,1001,5384.254818
-2188.1882,252,5385.120339
-3921.1726,438,5386.176877
2717.8877,1001,5387.805402
2676.5059,1001,5388.660131
3136.9136,1001,5399.091823
-4070.7026,583,5399.521536
-1355.1449,427,5402.452896
1784.2267,515,5403.320741
1615.2013,764,5406.268823
-10688.963,1001,5416.681795
-2810.5425,351,5416.974229
-9992.845,1001,5417.632385
401.26492,1001,5420.078078
3462.0967,644,5424.177094
-2703.9634,277,5439.531175
-1651.8513,1001,5441.559469
6218.4453,1001,5441.962934
-3107.3843,333,5445.018314
-2844.6445,1001,5445.332751
-1026.6089,541,5458.440423
2439.573,1001,5461.14077
-3831.5981,1001,5461.517302
-1054.2239,1001,5462.227352
-6225.6816,693,5465.778304
4129.6196,1001,5474.977623
-3122.2605,922,5475.738086
856.1998,1001,5478.464239
-1758.6967,288,5484.239879
-6859.733,1001,5490.474699
2645.9724,1001,5493.333459
4944.127,1001,5493.671986
-2654.8772,1001,5494.38187
-379.16992,1001,5498.296349
-10100.915,1001,5519.46397
-3063.5073,350,5520.154693
-1580.4213,522,5521.811669
3653.9783,1001,5522.692256
-10592.785,1001,5528.907539
2536.4253,387,5532.486526
-3331.2231,337,5533.096506
3897.6934,1001,5535.029397
-2051.485,1001,5538.381593
-147.9322,1001,5539.07268
1195.166,370,5547.348391
1882.7334,349,5549.577707
-7202.0996,1001,5554.236448
-1500.8219,1001,5556.501183
-8447.414,778,5559.786309
4154.6226,630,5560.431525
1036.8494,120,5561.053694
1630.6658,1001,5563.271496
2718.9634,1001,5567.536963
469.52393,468,5571.333218
3732.121,1001,5583.968575
-658.44714,1001,5587.059078
4309.9707,873,5603.962953
-2231.576,650,5606.109797
-4459.834,1001,5607.515001
-5905.5825,1001,5608.197487
-11692.866,1001,5611.049106
1864.1028,183,5612.72753
-6803.419,1001,5615.064125
-5141.2964,712,5620.211423
-5724.6187,579,5624.557319
-6072.873,1001,5633.175032
152.49506,737,5637.434
5229.209,1001,5643.634288
-9378.668,1001,5644.329231
-9709.644,1001,5648.926016
-4827.399,1001,5651.21464
-10270.312,1001,5655.580106
1078.9431,1001,5659.587358
1954.5092,760,5659.856891
-1624.298,231,5667.55966
3939.2598,1001,5682.23766
-8616.182,924,5685.153959
-2815.7375,1001,5688.251422
1243.5204,1001,5693.411803
3360.4458,1001,5696.022708
257.12604,1001,5701.315691
-2966.4766,303,5705.270992
-10260.119,1001,5706.601109
2924.7278,406,5712.277603
-618.20416,1001,5715.884345
-69.95853,1001,5720.414258
-10636.017,1001,5723.302264
-344.24487,1001,5726.178447
-6037.198,771,5730.132607
-2414.3623,279,5738.582985
4370.6226,1001,5740.058011
-2025.7417,1001,5741.065688
4627.2935,1001,5745.618556
-5316.2275,688,5748.359981
5143.3623,1001,5748.782856
1464.4424,1001,5752.819068
2032.6793,1001,5766.014352
1962.7556,263,5771.493443
3308.079,518,5775.207571
-33.936646,623,5775.955744
-4520.502,838,5777.631282
1550.665,1001,5781.57867
1788.8153,1001,5784.036392
244.77934,607,5791.523579
-6429.0894,1001,5791.937028
-4389.1455,1001,5798.525067
3903.362,1001,5807.759267
3394.33,1001,5808.637109
986.7979,570,5809.675181
-5339.1377,1001,5810.224998
1536.3461,472,5813.673416
2206.1057,1001,5814.11591
-2406.0164,701,5814.395728
1523.8906,232,5816.670711
-2459.9868,1001,5817.054954
-2955.8467,340,5827.643753
-6447.278,694,5846.531677
-2833.0344,920,5849.435061
-1361.4535,1001,5850.524009
-7944.8984,1001,5852.856405
-122.32656,555,5855.802472
5516.151,1001,5856.946597
1011.7569,1001,5857.427679
4905.3125,1001,5859.862586
2647.2393,413,5864.115441
-2591.9724,332,5864.747787
-1770.5934,222,5871.870422
-1465.2264,465,5872.279415
2817.9775,472,5873.385586
2165.5457,454,5875.318231
-7718.2227,761,5877.10305
-422.63696,381,5877.776017
-1061.5112,678,5880.706165
-5388.358,1001,5881.581098
3368.4817,443,5891.916407
-2875.6772,509,5893.672068
4519.108,1001,5904.09952
3672.7827,1001,5904.542907
-18.66898,989,5905.367032
-7174.9404,806,5907.199489
3936.336,1001,5908.09344
2147.3083,538,5921.435338
2863.0576,1001,5923.417288
-639.93207,317,5928.085364
3004.6763,472,5933.810121
-246.76328,176,5934.07375
-3717.1052,1001,5935.696521
-2079.5864,296,5943.74549
-1687.089,910,5945.558323
3942.2664,665,5945.90968
-4644.9385,1001,5948.383318
-6994.3203,828,5949.492654
-1343.6254,1001,5949.828266
-6064.147,706,5957.303308
-381.3936,364,5957.702396
-202.85086,576,5964.740551
3095.7876,502,5965.085022
590.7225,1001,5968.915452
3780.442,1001,5976.890975
5328.829,1001,5982.069077
4071.4924,1001,5982.389744
-7626.2256,1001,6000.181602
-1788.4833,1001,6000.52403
5848.7334,764,6003.38956
-4093.6355,552,6004.959713
-3141.6936,1001,6007.575492
-8021.569,1001,6007.963582
-3885.3376,701,6014.991844
2503.687,669,6022.026343
970.72424,459,6022.583458
4675.032,1001,6024.950158
-2488.1675,241,6030.14968
-4589.6772,826,6032.066084
5092.05,1001,6033.567209
-5341.746,611,6035.865987
-6443.6123,1001,6037.852372
439.75687,1001,6042.292901
-2783.241,325,6047.958953
3011.4036,409,6049.19728
-1437.3938,1001,6057.580828
2176.8496,261,6057.882692
-3685.7434,489,6059.04993
5161.5513,1001,6060.529612
-1231.6873,158,6063.018718
663.6968,507,6065.005046
-1762.7441,1001,6076.228699
1991.3906,1001,6077.88917
-11594.658,1001,6081.723457
-2428.4448,520,6084.544669
1130.587,441,6087.133094
-846.8364,237,6093.999115
3727.969,1001,6100.124655
-1271.7363,547,6101.29752
-1873.923,1001,6102.013032
2827.0547,793,6102.524725
2167.534,1001,6106.816137
-574.21924,1001,6108.035475
-5038.1235,579,6113.220119
4216.467,1001,6113.689757
-3695.5034,412,6114.442197
-1464.6938,469,6117.73906
762.1642,412,6120.427678
1478.5137,248,6122.69558
-2481.8052,257,6128.925165
-6569.957,927,6132.105261
-2938.303,521,6135.075706
1574.0499,1001,6135.870507
-5784.8477,1001,6141.219015
5114.6743,946,6154.484717
3309.7925,1001,6156.897373
449.38727,564,6157.821496
868.54816,537,6163.240121
-312.60675,1001,6165.576289
232.52176,259,6166.212913
-642.20667,803,6171.563987
-81.079094,1001,6175.526147
1748.9608,455,6180.754861
-2807.7192,1001,6184.189379
2372.3772,1001,6187.406369
4427.128,1001,6189.637856
1892.0272,1001,6195.958257
965.7605,285,6196.740633
8.7323,807,6197.88779
2690.4924,1001,6199.11791
1237.4154,1001,6207.832226
-3517.642,378,6211.127226
2280.5022,1001,6213.179745
-4132.578,507,6213.500918
-1170.6654,785,6215.617377
5204.7036,1001,6217.094385
-4376.1655,522,6234.861185
-2555.0845,279,6235.531007
-2566.1362,400,6236.453188
-7286.9336,1001,6238.788732
-6702.7495,1001,6240.457173
-3088.7073,478,6240.991855
-377.83746,333,6251.37194
-2999.0095,346,6251.640663
4818.743,1001,6253.730637
-1448.926,472,6254.210965
3794.7812,1001,6256.001736
-1411.8878,668,6256.993793
-2545.5579,294,6261.121778
4918.5845,1001,6267.606649
-663.66547,227,6268.239069
-4394.4116,529,6268.750701
2518.4275,1001,6268.750701
-1194.4938,475,6269.268179
-515.5249,419,6269.637286
-149.99951,318,6279.103993
-3742.5708,469,6283.068581
5690.0034,1001,6285.613924
-1020.0966,1001,6288.085259
3570.8286,670,6289.4531
-2270.5024,247,6293.436521
-5212.2627,513,6305.727251
-1104.9498,1001,6309.973814
4813.57,1001,6310.600436
-7193.157,1001,6311.356205
-3940.364,534,6321.14157
-2377.852,861,6321.466617
2992.089,486,6321.789668
-2546.6794,329,6322.20902
4750.1694,1001,6330.516197
-40.248714,1001,6332.057257
237.58803,493,6336.996139
-2797.6177,529,6338.437009
-9680.836,901,6339.104381
-5166.0034,632,6341.682934
547.59393,1001,6342.942613
959.0649,522,6349.106893
-3191.697,407,6352.011178
3822.2256,1001,6353.883532
2218.8792,717,6354.154733
-4569.5215,516,6359.609896
3423.2935,676,6360.643166
1820.8048,1001,6369.79085
7359.7925,990,6383.620748
4304.525,1001,6391.371845
-1632.4652,1001,6394.469087
1289.6414,1001,6396.357237
642.3783,1001,6396.683403
2215.6987,1001,6402.173416
4995.8506,1001,6403.335325
1851.4852,1001,6412.272166
40.522026,1001,6415.937368
-3133.3867,655,6417.528134
-1538.1085,1001,6423.677629
4058.731,1001,6426.611738
-3820.3347,480,6427.359958
-9493.344,1001,6428.627258
2805.5303,863,6430.459335
-3279.9573,445,6431.774825
4258.4463,1001,6433.95342
-2131.646,428,6437.44001
-4192.725,458,6441.948267
-2246.8088,830,6442.598414
2820.4272,418,6460.755049
4492.068,668,6461.912053
-3327.0654,577,6462.48823
-2736.8757,345,6463.955735
1894.5573,1001,6469.337888
-3883.3953,1001,6471.286247
